/scratch/sdlab/john/nucmer_regen/assembly.fasta	/scratch/sdlab/john/nucmer_regen/reference.fasta
NUCMER
IDY]	[S1]	[E1]	[COV	[S2]	[E2]	[LEN	1]
scaffold3_size8431429_pilon	5623234	5703191	chromosome_2	2891334	2811391	79958	79944
scaffold3_size8431429_pilon	5704180	5824637	chromosome_2	2811433	2690965	120458	120469
scaffold3_size8431429_pilon	5855735	5863529	chromosome_2	2624829	2617034	7795	7796
scaffold3_size8431429_pilon	5866446	5866954	chromosome_2	2647131	2647639	509	509
scaffold3_size8431429_pilon	5868057	5868983	chromosome_2	2612391	2611465	927	927
scaffold3_size8431429_pilon	5870389	5885400	chromosome_2	2646320	2631308	15012	15013
scaffold3_size8431429_pilon	5887071	5901443	chromosome_2	2600352	2585971	14373	14382
scaffold3_size8431429_pilon	5907526	6056852	chromosome_2	2585870	2436541	149327	149330
scaffold3_size8431429_pilon	6057858	6178567	chromosome_2	2436673	2316012	120710	120662
scaffold3_size8431429_pilon	6200251	6200758	chromosome_2	2292928	2293435	508	508
scaffold3_size8431429_pilon	6229586	6233912	chromosome_2	2264237	2259910	4327	4328
scaffold3_size8431429_pilon	6237706	6309633	chromosome_2	2259119	2187179	71928	71941
scaffold3_size8431429_pilon	6319632	6353457	chromosome_2	2180076	2146255	33826	33822
scaffold3_size8431429_pilon	6354238	6356521	chromosome_2	2145415	2143131	2284	2285
scaffold3_size8431429_pilon	6358682	6359578	chromosome_2	2140516	2139620	897	897
scaffold3_size8431429_pilon	6361383	6375789	chromosome_2	2138551	2124126	14407	14426
scaffold3_size8431429_pilon	6375948	6376591	chromosome_2	2120894	2120251	644	644
scaffold3_size8431429_pilon	6376738	6377421	chromosome_2	2122749	2122066	684	684
scaffold3_size8431429_pilon	6380764	6381991	chromosome_2	2118428	2117194	1228	1235
scaffold3_size8431429_pilon	6384756	6470058	chromosome_2	2113956	2028658	85303	85299
scaffold3_size8431429_pilon	6470120	6645713	chromosome_2	2028557	1852941	175594	175617
scaffold3_size8431429_pilon	6645819	6854187	chromosome_2	1852835	1644461	208369	208375
scaffold3_size8431429_pilon	6924951	7071095	chromosome_2	1573862	1427701	146145	146162
scaffold3_size8431429_pilon	7081831	7098399	chromosome_2	1416827	1400260	16569	16568
scaffold3_size8431429_pilon	7160274	7234561	chromosome_2	1271173	1196892	74288	74282
scaffold3_size8431429_pilon	7234621	7281825	chromosome_2	1196898	1149698	47205	47201
scaffold3_size8431429_pilon	7324663	7462914	chromosome_2	1105884	967611	138252	138274
scaffold3_size8431429_pilon	7471375	7544643	chromosome_2	960550	887279	73269	73272
scaffold3_size8431429_pilon	7548376	7561937	chromosome_2	886783	873198	13562	13586
scaffold3_size8431429_pilon	7562498	7589764	chromosome_2	873195	845855	27267	27341
scaffold3_size8431429_pilon	7610280	7614128	chromosome_2	840883	837035	3849	3849
scaffold3_size8431429_pilon	7616852	7653689	chromosome_2	817217	780369	36838	36849
scaffold3_size8431429_pilon	7664207	7763148	chromosome_2	773381	674448	98942	98934
scaffold3_size8431429_pilon	7777889	7804244	chromosome_2	659703	633375	26356	26329
scaffold3_size8431429_pilon	7804251	7805337	chromosome_2	633256	632168	1087	1089
scaffold3_size8431429_pilon	7828240	7828405	chromosome_2	595707	595872	166	166
scaffold3_size8431429_pilon	7833987	7834305	chromosome_2	592425	592743	319	319
scaffold3_size8431429_pilon	7834405	7835121	chromosome_2	592859	593576	717	718
scaffold3_size8431429_pilon	7841693	7841858	chromosome_2	609162	609327	166	166
scaffold3_size8431429_pilon	7843989	7844706	chromosome_2	602444	603160	718	717
scaffold3_size8431429_pilon	7844822	7845140	chromosome_2	603260	603578	319	319
scaffold3_size8431429_pilon	7897267	8112666	chromosome_2	540292	324896	215400	215397
scaffold3_size8431429_pilon	8133356	8241693	chromosome_2	305852	197536	108338	108317
scaffold3_size8431429_pilon	8278274	8431133	chromosome_2	161001	8135	152860	152867
scaffold4_size6206177_pilon	5868740	5869644	chromosome_2	560085	560974	905	890
scaffold21_size1110260_pilon	786990	787881	chromosome_2	2650698	2651562	892	865
scaffold18_size1145888_pilon	1	11510	chromosome_2	9063936	9052426	11510	11511
scaffold11_size3602915_pilon	832232	834469	chromosome_2	553068	555306	2238	2239
scaffold11_size3602915_pilon	1551831	1552069	chromosome_2	2292635	2292873	239	239
scaffold14_size2782697_pilon	1378854	1378941	chromosome_2	774067	774154	88	88
scaffold14_size2782697_pilon	1842501	1842584	chromosome_2	2302574	2302657	84	84
scaffold14_size2782697_pilon	2056585	2056746	chromosome_2	1427436	1427598	162	163
scaffold5_size6089379_pilon	2343255	2343593	chromosome_2	1643077	1643415	339	339
scaffold26_size693267_pilon	92198	92805	chromosome_2	2615978	2616601	608	624
scaffold7_size5221019_pilon	307028	307127	chromosome_2	4878315	4878416	100	102
scaffold7_size5221019_pilon	789826	790939	chromosome_2	9078568	9079681	1114	1114
scaffold2_size9099104_pilon	2075131	2075273	chromosome_2	605057	605199	143	143
scaffold2_size9099104_pilon	7008923	7009843	chromosome_2	2628528	2629449	921	922
scaffold19_size1085604_pilon	48755	48870	chromosome_2	8202945	8202830	116	116
scaffold6_size7605625_pilon	1871523	1871592	chromosome_2	665578	665509	70	70
scaffold6_size7605625_pilon	5070605	5070787	chromosome_2	5037638	5037819	183	182
scaffold6_size7605625_pilon	5444008	5444525	chromosome_2	8228696	8228179	518	518
scaffold6_size7605625_pilon	6956987	6959181	chromosome_2	8818961	8821152	2195	2192
scaffold6_size7605625_pilon	7311462	7311756	chromosome_2	2656510	2656803	295	294
scaffold6_size7605625_pilon	7470434	7472274	chromosome_2	8225624	8223757	1841	1868
scaffold13_size2841042_pilon	940180	945842	chromosome_2	8969907	8975569	5663	5663
scaffold13_size2841042_pilon	2090902	2090979	chromosome_2	578864	578941	78	78
scaffold25_size733346_pilon	27923	43274	chromosome_2	9212064	9196715	15352	15350
scaffold25_size733346_pilon	43274	51778	chromosome_2	9196090	9187577	8505	8514
scaffold25_size733346_pilon	65497	65656	chromosome_2	9173267	9173426	160	160
scaffold25_size733346_pilon	77234	77699	chromosome_2	9161225	9161690	466	466
scaffold25_size733346_pilon	85040	140430	chromosome_2	9151997	9096597	55391	55401
scaffold20_size1052405_pilon	461997	462142	chromosome_2	2615831	2615976	146	146
scaffold20_size1052405_pilon	468214	468884	chromosome_2	6855937	6856586	671	650
scaffold12_size3125078_pilon	2286481	2374443	chromosome_2	3661121	3573178	87963	87944
scaffold12_size3125078_pilon	2374452	2448955	chromosome_2	3573217	3498708	74504	74510
scaffold12_size3125078_pilon	2448939	2467239	chromosome_2	3498683	3480385	18301	18299
scaffold12_size3125078_pilon	2467367	2516840	chromosome_2	3480284	3430791	49474	49494
scaffold12_size3125078_pilon	2518340	2537861	chromosome_2	3430523	3411003	19522	19521
scaffold12_size3125078_pilon	2538572	2620837	chromosome_2	3407631	3325369	82266	82263
scaffold12_size3125078_pilon	2640816	2762248	chromosome_2	3301186	3179790	121433	121397
scaffold12_size3125078_pilon	2792134	2793706	chromosome_2	3128326	3129892	1573	1567
scaffold12_size3125078_pilon	2836425	2915823	chromosome_2	3127945	3048540	79399	79406
scaffold12_size3125078_pilon	2916209	3014773	chromosome_2	3047866	2949319	98565	98548
scaffold12_size3125078_pilon	3058126	3059247	chromosome_2	2656802	2657961	1122	1160
scaffold8_size5106655_pilon	4557505	4557743	chromosome_2	2650346	2650584	239	239
scaffold8_size5106655_pilon	4621745	4621971	chromosome_2	2615442	2615668	227	227
scaffold28_size567115_pilon	5630	6212	chromosome_2	9069331	9068749	583	583
scaffold28_size567115_pilon	12481	19253	chromosome_2	9086596	9079701	6773	6896
scaffold28_size567115_pilon	32690	34476	chromosome_2	2116841	2115055	1787	1787
scaffold28_size567115_pilon	108764	109610	chromosome_2	9000170	9001014	847	845
scaffold28_size567115_pilon	109691	159194	chromosome_2	9001115	9050635	49504	49521
scaffold28_size567115_pilon	244507	244646	chromosome_2	2298927	2298790	140	138
scaffold33_size214610_pilon	25777	30083	chromosome_2	8200855	8196559	4307	4297
scaffold33_size214610_pilon	30083	40251	chromosome_2	8196364	8186176	10169	10189
scaffold24_size867617_pilon	706678	706954	chromosome_2	2650070	2650347	277	278
scaffold24_size867617_pilon	812336	813684	chromosome_2	2631307	2629959	1349	1349
scaffold30_size145522_pilon	3332	119972	chromosome_2	7985568	7868927	116641	116642
scaffold29_size338328_pilon	29843	30373	chromosome_2	8055019	8055546	531	528
scaffold29_size338328_pilon	35034	36647	chromosome_2	8055556	8057266	1614	1711
scaffold29_size338328_pilon	52310	53152	chromosome_2	8057413	8058239	843	827
scaffold29_size338328_pilon	56711	90104	chromosome_2	8017341	8050776	33394	33436
scaffold29_size338328_pilon	90637	93556	chromosome_2	8050776	8053779	2920	3004
scaffold29_size338328_pilon	96866	97200	chromosome_2	8058550	8058885	335	336
scaffold29_size338328_pilon	102374	102918	chromosome_2	7998981	7999528	545	548
scaffold29_size338328_pilon	105188	107600	chromosome_2	7999569	8001968	2413	2400
scaffold29_size338328_pilon	107601	113253	chromosome_2	8011584	8017240	5653	5657
scaffold29_size338328_pilon	153061	158067	chromosome_2	8161015	8166052	5007	5038
scaffold29_size338328_pilon	160741	172233	chromosome_2	8166362	8177862	11493	11501
scaffold29_size338328_pilon	202587	211767	chromosome_2	8204571	8213760	9181	9190
scaffold29_size338328_pilon	229136	251413	chromosome_2	8229295	8251583	22278	22289
scaffold29_size338328_pilon	254770	326937	chromosome_2	8252343	8324504	72168	72162
scaffold31_size143183_pilon	98355	122356	chromosome_2	8367558	8343548	24002	24011
scaffold41_size30881_pilon	1	6019	chromosome_2	5077532	5083557	6019	6026
scaffold34_size123115_pilon	418	1285	chromosome_2	8065898	8066783	868	886
scaffold34_size123115_pilon	3187	4634	chromosome_2	8062975	8064462	1448	1488
scaffold34_size123115_pilon	10701	11301	chromosome_2	8061720	8062329	601	610
scaffold34_size123115_pilon	36741	37146	chromosome_2	8066942	8067350	406	409
scaffold34_size123115_pilon	42544	44023	chromosome_2	8150395	8151835	1480	1441
scaffold34_size123115_pilon	67269	67848	chromosome_2	8062362	8062944	580	583
scaffold34_size123115_pilon	107956	108491	chromosome_2	8068062	8068596	536	535
scaffold34_size123115_pilon	121566	121958	chromosome_2	8067558	8067962	393	405
scaffold48_size13253_pilon	1882	10917	chromosome_2	9069342	9078567	9036	9226
scaffold15_size3084122_pilon	713825	725271	chromosome_3	8677473	8666027	11447	11447
scaffold15_size3084122_pilon	1546440	1548223	chromosome_3	7543146	7541363	1784	1784
scaffold13_size2841042_pilon	1505310	1505465	chromosome_3	2195674	2195497	156	178
scaffold2_size9099104_pilon	1	29435	chromosome_3	3105	32549	29435	29445
scaffold2_size9099104_pilon	31074	43590	chromosome_3	33498	46022	12517	12525
scaffold2_size9099104_pilon	65161	195351	chromosome_3	65626	195831	130191	130206
scaffold2_size9099104_pilon	233975	306118	chromosome_3	234550	306686	72144	72137
scaffold2_size9099104_pilon	307701	390763	chromosome_3	306787	389873	83063	83087
scaffold2_size9099104_pilon	390790	436348	chromosome_3	389974	435539	45559	45566
scaffold2_size9099104_pilon	436415	498150	chromosome_3	435501	497239	61736	61739
scaffold2_size9099104_pilon	498603	609281	chromosome_3	497340	608064	110679	110725
scaffold2_size9099104_pilon	641291	661554	chromosome_3	638226	658499	20264	20274
scaffold2_size9099104_pilon	661766	674992	chromosome_3	659686	672913	13227	13228
scaffold2_size9099104_pilon	675151	761150	chromosome_3	673014	759028	86000	86015
scaffold2_size9099104_pilon	789537	816839	chromosome_3	790078	817394	27303	27317
scaffold2_size9099104_pilon	819158	819992	chromosome_3	817495	818329	835	835
scaffold2_size9099104_pilon	820291	821919	chromosome_3	818336	819964	1629	1629
scaffold2_size9099104_pilon	822191	953789	chromosome_3	819961	951505	131599	131545
scaffold2_size9099104_pilon	967682	974180	chromosome_3	967710	974208	6499	6499
scaffold2_size9099104_pilon	974244	1050016	chromosome_3	974309	1050092	75773	75784
scaffold2_size9099104_pilon	1049734	1229746	chromosome_3	1073160	1253227	180013	180068
scaffold2_size9099104_pilon	1261551	1315199	chromosome_3	1285145	1338769	53649	53625
scaffold2_size9099104_pilon	1331436	1413485	chromosome_3	1366246	1448310	82050	82065
scaffold2_size9099104_pilon	1425478	1510005	chromosome_3	1456000	1540544	84528	84545
scaffold2_size9099104_pilon	1510185	1542824	chromosome_3	1541297	1573944	32640	32648
scaffold2_size9099104_pilon	1543539	1647311	chromosome_3	1574600	1678395	103773	103796
scaffold2_size9099104_pilon	1652969	1864039	chromosome_3	1678391	1889467	211071	211077
scaffold2_size9099104_pilon	1864070	1940800	chromosome_3	1889568	1966310	76731	76743
scaffold2_size9099104_pilon	1940842	2010780	chromosome_3	1966411	2036368	69939	69958
scaffold2_size9099104_pilon	2162039	2162474	chromosome_3	2219844	2219397	436	448
scaffold2_size9099104_pilon	2198763	2199210	chromosome_3	2183103	2182668	448	436
scaffold2_size9099104_pilon	2201337	2466119	chromosome_3	2220314	2485102	264783	264789
scaffold2_size9099104_pilon	2465768	2656093	chromosome_3	2484241	2674579	190326	190339
scaffold2_size9099104_pilon	2662471	2837905	chromosome_3	2684580	2860076	175435	175497
scaffold2_size9099104_pilon	2837420	2968891	chromosome_3	2859471	2990983	131472	131513
scaffold2_size9099104_pilon	2968859	3034237	chromosome_3	2991084	3056460	65379	65377
scaffold2_size9099104_pilon	3034548	3075640	chromosome_3	3056415	3097473	41093	41059
scaffold2_size9099104_pilon	3075763	3087446	chromosome_3	3097574	3109259	11684	11686
scaffold2_size9099104_pilon	3087380	3095876	chromosome_3	3109721	3118217	8497	8497
scaffold2_size9099104_pilon	3095850	3128093	chromosome_3	3118321	3150573	32244	32253
scaffold2_size9099104_pilon	3128120	3134491	chromosome_3	3150559	3156932	6372	6374
scaffold2_size9099104_pilon	3134797	3138842	chromosome_3	3156923	3160965	4046	4043
scaffold2_size9099104_pilon	3159481	3198715	chromosome_3	3182182	3221356	39235	39175
scaffold2_size9099104_pilon	3204608	3230131	chromosome_3	3225503	3251040	25524	25538
scaffold2_size9099104_pilon	3241860	3283419	chromosome_3	3262656	3304227	41560	41572
scaffold2_size9099104_pilon	3283412	3427803	chromosome_3	3304328	3448739	144392	144412
scaffold2_size9099104_pilon	3427938	3504387	chromosome_3	3448739	3525187	76450	76449
scaffold2_size9099104_pilon	3505535	3513327	chromosome_3	3525288	3533090	7793	7803
scaffold2_size9099104_pilon	3538557	3569382	chromosome_3	3557278	3588087	30826	30810
scaffold2_size9099104_pilon	3569467	3596405	chromosome_3	3588347	3615293	26939	26947
scaffold2_size9099104_pilon	3609689	3667979	chromosome_3	3620029	3678324	58291	58296
scaffold2_size9099104_pilon	3669596	3742647	chromosome_3	3678328	3751377	73052	73050
scaffold2_size9099104_pilon	3742609	3830334	chromosome_3	3751478	3839204	87726	87727
scaffold2_size9099104_pilon	3830355	3850316	chromosome_3	3839305	3859282	19962	19978
scaffold2_size9099104_pilon	3850240	3890797	chromosome_3	3859127	3899691	40558	40565
scaffold2_size9099104_pilon	3890878	3919417	chromosome_3	3899792	3928339	28540	28548
scaffold2_size9099104_pilon	3919655	3957647	chromosome_3	3929633	3967634	37993	38002
scaffold2_size9099104_pilon	3957813	3960142	chromosome_3	3967735	3970065	2330	2331
scaffold2_size9099104_pilon	3960162	4024175	chromosome_3	3970509	4034521	64014	64013
scaffold2_size9099104_pilon	4024146	4433313	chromosome_3	4034456	4443661	409168	409206
scaffold2_size9099104_pilon	4433310	4452907	chromosome_3	4449342	4468939	19598	19598
scaffold2_size9099104_pilon	4464192	4517982	chromosome_3	4469306	4523102	53791	53797
scaffold2_size9099104_pilon	4518528	4557960	chromosome_3	4522857	4562318	39433	39462
scaffold2_size9099104_pilon	4558095	4589218	chromosome_3	4571356	4602504	31124	31149
scaffold2_size9099104_pilon	4589479	4677513	chromosome_3	4602605	4690657	88035	88053
scaffold2_size9099104_pilon	4685837	4924244	chromosome_3	4693319	4931747	238408	238429
scaffold2_size9099104_pilon	4924261	4947022	chromosome_3	4931848	4954617	22762	22770
scaffold2_size9099104_pilon	4947731	4950509	chromosome_3	4955392	4958172	2779	2781
scaffold2_size9099104_pilon	4950975	4954887	chromosome_3	4959074	4962985	3913	3912
scaffold2_size9099104_pilon	4956016	5162717	chromosome_3	4963345	5170061	206702	206717
scaffold2_size9099104_pilon	5162950	5195606	chromosome_3	5169771	5202425	32657	32655
scaffold2_size9099104_pilon	5200574	5237195	chromosome_3	5202422	5239043	36622	36622
scaffold2_size9099104_pilon	5242856	5285112	chromosome_3	5239042	5281299	42257	42258
scaffold2_size9099104_pilon	5286490	5336644	chromosome_3	5281287	5331448	50155	50162
scaffold2_size9099104_pilon	5341950	5460252	chromosome_3	5331551	5449852	118303	118302
scaffold2_size9099104_pilon	5465311	5540089	chromosome_3	5449847	5524627	74779	74781
scaffold2_size9099104_pilon	5545901	5714947	chromosome_3	5523906	5692971	169047	169066
scaffold2_size9099104_pilon	5715679	5730770	chromosome_3	5693072	5708164	15092	15093
scaffold2_size9099104_pilon	5732017	5735723	chromosome_3	5708910	5712618	3707	3709
scaffold2_size9099104_pilon	5735739	5741887	chromosome_3	5712936	5719091	6149	6156
scaffold2_size9099104_pilon	5743767	5814320	chromosome_3	5721512	5792075	70554	70564
scaffold2_size9099104_pilon	5814335	5875402	chromosome_3	5792176	5853244	61068	61069
scaffold2_size9099104_pilon	5881061	5979798	chromosome_3	5853241	5951988	98738	98748
scaffold2_size9099104_pilon	5982748	5985340	chromosome_3	5961312	5958752	2593	2561
scaffold2_size9099104_pilon	6021888	6155054	chromosome_3	5988666	6121791	133167	133126
scaffold2_size9099104_pilon	6154471	6364716	chromosome_3	6120497	6330755	210246	210259
scaffold2_size9099104_pilon	6365295	6431861	chromosome_3	6330757	6397329	66567	66573
scaffold2_size9099104_pilon	6431966	6778893	chromosome_3	6397587	6744535	346928	346949
scaffold2_size9099104_pilon	6779464	6816968	chromosome_3	6744973	6782481	37505	37509
scaffold2_size9099104_pilon	6818013	6835523	chromosome_3	6828798	6846318	17511	17521
scaffold2_size9099104_pilon	6836380	6839351	chromosome_3	6846419	6849392	2972	2974
scaffold2_size9099104_pilon	6840669	6846463	chromosome_3	6851083	6856880	5795	5798
scaffold2_size9099104_pilon	6852276	6869317	chromosome_3	6864725	6881790	17042	17066
scaffold2_size9099104_pilon	6872093	6899552	chromosome_3	6985287	7012751	27460	27465
scaffold2_size9099104_pilon	6915634	6917400	chromosome_3	7021600	7023366	1767	1767
scaffold2_size9099104_pilon	6971297	6972378	chromosome_3	7100875	7101956	1082	1082
scaffold2_size9099104_pilon	6975102	6977908	chromosome_3	7106346	7103543	2807	2804
scaffold2_size9099104_pilon	7000641	7002050	chromosome_3	7134314	7132905	1410	1410
scaffold2_size9099104_pilon	7016585	7023792	chromosome_3	7140356	7147564	7208	7209
scaffold2_size9099104_pilon	7027606	7350754	chromosome_3	7149871	7473054	323149	323184
scaffold2_size9099104_pilon	7478941	7745101	chromosome_3	7601174	7867317	266161	266144
scaffold2_size9099104_pilon	7750968	7877639	chromosome_3	7866619	7993305	126672	126687
scaffold2_size9099104_pilon	7895629	8120992	chromosome_3	8011251	8236621	225364	225371
scaffold2_size9099104_pilon	8121305	8234368	chromosome_3	8239064	8352146	113064	113083
scaffold2_size9099104_pilon	8234360	8236839	chromosome_3	8352704	8355183	2480	2480
scaffold2_size9099104_pilon	8237042	8245660	chromosome_3	8355293	8363912	8619	8620
scaffold2_size9099104_pilon	8260664	8331261	chromosome_3	9219486	9148858	70598	70629
scaffold2_size9099104_pilon	8353189	8353653	chromosome_3	9127180	9126704	465	477
scaffold2_size9099104_pilon	8354111	8356235	chromosome_3	9126599	9124463	2125	2137
scaffold2_size9099104_pilon	8356227	8366328	chromosome_3	9123637	9113523	10102	10115
scaffold2_size9099104_pilon	8366478	8462126	chromosome_3	9113245	9017594	95649	95652
scaffold2_size9099104_pilon	8462336	8463714	chromosome_3	9017503	9016135	1379	1369
scaffold2_size9099104_pilon	8463708	8470416	chromosome_3	9015330	9008618	6709	6713
scaffold2_size9099104_pilon	8470546	8473197	chromosome_3	9008609	9005961	2652	2649
scaffold2_size9099104_pilon	8473614	8474174	chromosome_3	9005847	9005297	561	551
scaffold2_size9099104_pilon	8474274	8500684	chromosome_3	9005297	8978979	26411	26319
scaffold2_size9099104_pilon	8501713	8502505	chromosome_3	8977586	8976838	793	749
scaffold2_size9099104_pilon	8503381	8503686	chromosome_3	8976365	8976032	306	334
scaffold2_size9099104_pilon	8503730	8505221	chromosome_3	8975842	8974364	1492	1479
scaffold2_size9099104_pilon	8505316	8509071	chromosome_3	8973794	8970065	3756	3730
scaffold2_size9099104_pilon	8509301	8511794	chromosome_3	8970015	8967483	2494	2533
scaffold2_size9099104_pilon	8512069	8512764	chromosome_3	8966677	8966065	696	613
scaffold2_size9099104_pilon	8514849	8516615	chromosome_3	8965442	8963662	1767	1781
scaffold2_size9099104_pilon	8518835	8531386	chromosome_3	8962014	8949480	12552	12535
scaffold2_size9099104_pilon	8531464	8539499	chromosome_3	8949491	8941462	8036	8030
scaffold2_size9099104_pilon	8539808	8540038	chromosome_3	8941441	8941212	231	230
scaffold2_size9099104_pilon	8540092	8540344	chromosome_3	8940718	8940459	253	260
scaffold2_size9099104_pilon	8540644	8542447	chromosome_3	8940264	8938450	1804	1815
scaffold2_size9099104_pilon	8542719	8543998	chromosome_3	8929280	8928001	1280	1280
scaffold2_size9099104_pilon	8546943	8547135	chromosome_3	7123645	7123453	193	193
scaffold2_size9099104_pilon	8548024	8548120	chromosome_3	7123045	7122949	97	97
scaffold2_size9099104_pilon	8548260	8551178	chromosome_3	8932588	8929727	2919	2862
scaffold2_size9099104_pilon	8551199	8564782	chromosome_3	8921824	8908286	13584	13539
scaffold2_size9099104_pilon	8572103	8572535	chromosome_3	8900946	8900518	433	429
scaffold2_size9099104_pilon	8573000	8576047	chromosome_3	8898937	8895820	3048	3118
scaffold2_size9099104_pilon	8576041	8578765	chromosome_3	8895684	8892927	2725	2758
scaffold2_size9099104_pilon	8578922	8581763	chromosome_3	8892713	8889930	2842	2784
scaffold2_size9099104_pilon	8582409	8585844	chromosome_3	8888766	8885242	3436	3525
scaffold2_size9099104_pilon	8585953	8587790	chromosome_3	8884743	8882915	1838	1829
scaffold2_size9099104_pilon	8587785	8597229	chromosome_3	8882743	8873336	9445	9408
scaffold2_size9099104_pilon	8597229	8601132	chromosome_3	8872936	8868963	3904	3974
scaffold2_size9099104_pilon	8604723	8609083	chromosome_3	8868889	8864536	4361	4354
scaffold2_size9099104_pilon	8609088	8612654	chromosome_3	8864354	8860771	3567	3584
scaffold2_size9099104_pilon	8622283	8622415	chromosome_3	8888872	8889004	133	133
scaffold2_size9099104_pilon	8634088	8690472	chromosome_3	8839719	8783358	56385	56362
scaffold2_size9099104_pilon	8690572	8690953	chromosome_3	8783250	8782878	382	373
scaffold2_size9099104_pilon	8691005	8691728	chromosome_3	8782353	8781550	724	804
scaffold2_size9099104_pilon	8691998	8692814	chromosome_3	8781550	8780701	817	850
scaffold2_size9099104_pilon	8693110	8700073	chromosome_3	8780290	8773348	6964	6943
scaffold2_size9099104_pilon	8700479	8703429	chromosome_3	8766230	8763283	2951	2948
scaffold2_size9099104_pilon	8706305	8719496	chromosome_3	8761531	8748432	13192	13100
scaffold2_size9099104_pilon	8719537	8725231	chromosome_3	8748235	8742498	5695	5738
scaffold2_size9099104_pilon	8725337	8733259	chromosome_3	8741383	8733525	7923	7859
scaffold2_size9099104_pilon	8733259	8739953	chromosome_3	8733402	8726674	6695	6729
scaffold2_size9099104_pilon	8740069	8758634	chromosome_3	8726674	8708108	18566	18567
scaffold2_size9099104_pilon	8758654	8764097	chromosome_3	8707824	8702289	5444	5536
scaffold2_size9099104_pilon	8771318	8772910	chromosome_3	8701560	8699996	1593	1565
scaffold2_size9099104_pilon	8772911	8773122	chromosome_3	8699823	8699612	212	212
scaffold2_size9099104_pilon	8773597	8784149	chromosome_3	8698085	8687554	10553	10532
scaffold2_size9099104_pilon	8784635	8787483	chromosome_3	8687467	8684504	2849	2964
scaffold2_size9099104_pilon	8787764	8788641	chromosome_3	8684141	8683206	878	936
scaffold2_size9099104_pilon	8788746	8793503	chromosome_3	8683203	8678604	4758	4600
scaffold2_size9099104_pilon	8793601	8794652	chromosome_3	8678500	8677471	1052	1030
scaffold2_size9099104_pilon	8794679	8794954	chromosome_3	8644183	8643907	276	277
scaffold2_size9099104_pilon	8802599	8803452	chromosome_3	8635215	8634352	854	864
scaffold2_size9099104_pilon	8803536	8805227	chromosome_3	8634235	8632520	1692	1716
scaffold2_size9099104_pilon	8805229	8809117	chromosome_3	8632429	8628706	3889	3724
scaffold2_size9099104_pilon	8809149	8840492	chromosome_3	8627434	8595951	31344	31484
scaffold2_size9099104_pilon	8840609	8843287	chromosome_3	8595953	8593275	2679	2679
scaffold2_size9099104_pilon	8849073	8893559	chromosome_3	8593278	8548699	44487	44580
scaffold2_size9099104_pilon	8898404	8899160	chromosome_3	8543278	8542560	757	719
scaffold2_size9099104_pilon	8899203	8902753	chromosome_3	8542323	8538738	3551	3586
scaffold2_size9099104_pilon	8902824	8909274	chromosome_3	8538757	8532269	6451	6489
scaffold2_size9099104_pilon	8909276	8921799	chromosome_3	8532136	8519540	12524	12597
scaffold2_size9099104_pilon	8926246	8929891	chromosome_3	8518824	8515211	3646	3614
scaffold2_size9099104_pilon	8929924	8938811	chromosome_3	8515224	8506400	8888	8825
scaffold2_size9099104_pilon	8938936	8940346	chromosome_3	8506401	8504960	1411	1442
scaffold2_size9099104_pilon	8940690	8946685	chromosome_3	8504612	8498648	5996	5965
scaffold2_size9099104_pilon	8946687	8947530	chromosome_3	8498471	8497558	844	914
scaffold2_size9099104_pilon	8947686	8950515	chromosome_3	8497522	8494658	2830	2865
scaffold2_size9099104_pilon	8951506	8952342	chromosome_3	8492723	8491899	837	825
scaffold2_size9099104_pilon	8952424	8953404	chromosome_3	8491739	8490697	981	1043
scaffold2_size9099104_pilon	8953452	8954260	chromosome_3	8490528	8489641	809	888
scaffold2_size9099104_pilon	8961349	8977378	chromosome_3	8487386	8471437	16030	15950
scaffold2_size9099104_pilon	8981651	8998074	chromosome_3	8470046	8453603	16424	16444
scaffold2_size9099104_pilon	8998072	9002786	chromosome_3	8452852	8448098	4715	4755
scaffold2_size9099104_pilon	9003500	9007133	chromosome_3	8447003	8443368	3634	3636
scaffold2_size9099104_pilon	9008260	9011032	chromosome_3	8443378	8440595	2773	2784
scaffold2_size9099104_pilon	9017093	9027868	chromosome_3	8440606	8429851	10776	10756
scaffold2_size9099104_pilon	9028044	9040471	chromosome_3	8429852	8417462	12428	12391
scaffold2_size9099104_pilon	9047601	9048380	chromosome_3	8417455	8416676	780	780
scaffold2_size9099104_pilon	9060914	9061442	chromosome_3	8416679	8416149	529	531
scaffold2_size9099104_pilon	9062047	9062819	chromosome_3	8416048	8415276	773	773
scaffold2_size9099104_pilon	9070006	9070883	chromosome_3	8391998	8391121	878	878
scaffold16_size2319712_pilon	2313751	2314032	chromosome_3	8398792	8398512	282	281
scaffold10_size3638799_pilon	1	473	chromosome_3	8400253	8399779	473	475
scaffold10_size3638799_pilon	3624163	3631796	chromosome_3	8409469	8401826	7634	7644
scaffold5_size6089379_pilon	1194156	1195048	chromosome_3	8766456	8767332	893	877
scaffold1_size20154211_pilon	24431	24521	chromosome_3	2216158	2216068	91	91
scaffold1_size20154211_pilon	133202	151129	chromosome_3	6934838	6916907	17928	17932
scaffold1_size20154211_pilon	183477	187890	chromosome_3	6954206	6949777	4414	4430
scaffold1_size20154211_pilon	1162644	1166225	chromosome_3	6782480	6786061	3582	3582
scaffold1_size20154211_pilon	6349393	6349693	chromosome_3	2113945	2113647	301	299
